"","x"
"1194","Amy1"
"1195","Amz1"
"1196","Amz2"
"1197","Anapc1"
"1198","Anapc10"
"1199","Anapc11"
"1200","Anapc13"
"1201","Anapc15"
"1202","Anapc16"
"1203","Anapc2"
"1204","Anapc4"
"1205","Anapc5"
"1206","Anapc7"
"1207","Ang"
"1208","Angel1"
"1209","Angel2"
"1210","Angpt1"
"1211","Angptl2"
"1212","Angptl4"
"1213","Angptl6"
"1214","Ank"
"1215","Ank2"
"1216","Ank3"
"1217","Ankef1"
"1218","Ankfy1"
"1219","Ankhd1"
"1220","Ankib1"
"1221","Ankle2"
"1222","Ankmy2"
"1223","Ankra2"
"1224","Ankrd1"
"1225","Ankrd10"
"1226","Ankrd11"
"1227","Ankrd12"
"1228","Ankrd13a"
"1229","Ankrd13b"
"1230","Ankrd13c"
"1231","Ankrd13d"
"1232","Ankrd16"
"1233","Ankrd17"
"1234","Ankrd23"
"1235","Ankrd24"
"1236","Ankrd26"
"1237","Ankrd27"
"1238","Ankrd28"
"1239","Ankrd29"
"1240","Ankrd32"
"1241","Ankrd33b"
"1242","Ankrd35"
"1243","Ankrd37"
"1244","Ankrd39"
"1245","Ankrd40"
"1246","Ankrd42"
"1247","Ankrd44"
"1248","Ankrd45"
"1249","Ankrd46"
"1250","Ankrd49"
"1251","Ankrd50"
"1252","Ankrd52"
"1253","Ankrd54"
"1254","Ankrd55"
"1255","Ankrd65"
"1256","Ankrd66"
"1257","Ankrd9"
"1258","Anks1"
"1259","Anks1b"
"1260","Anks3"
"1261","Anks6"
"1262","Ankzf1"
"1263","Anln"
"1264","Ano1"
"1265","Ano10"
"1266","Ano6"
"1267","Ano8"
"1268","Anp32a"
"1269","Anp32b"
"1270","Anp32e"
"1271","Anpep"
"1272","Antxr1"
"1273","Antxr2"
"1274","Anxa1"
"1275","Anxa11"
"1276","Anxa13"
"1277","Anxa2"
"1278","Anxa3"
"1279","Anxa4"
"1280","Anxa5"
"1281","Anxa6"
"1282","Anxa7"
"1283","Anxa8"
"1284","Anxa9"
"1285","Aoah"
"1286","Aoc1"
"1287","Aoc2"
"1288","Aoc3"
"1289","Aox1"
"1290","Aox3"
"1291","Ap1ar"
"1292","Ap1b1"
"1293","Ap1g1"
"1294","Ap1g2"
"1295","Ap1m1"
"1296","Ap1m2"
"1297","Ap1s1"
"1298","Ap1s2"
"1299","Ap1s3"
"1300","Ap2a1"
"1301","Ap2a2"
"1302","Ap2b1"
"1303","Ap2m1"
"1304","Ap2s1"
"1305","Ap3b1"
"1306","Ap3b2"
"1307","Ap3d1"
"1308","Ap3m1"
"1309","Ap3m2"
"1310","Ap3s1"
"1311","Ap3s2"
"1312","Ap4b1"
"1313","Ap4e1"
"1314","Ap4m1"
"1315","Ap4s1"
"1316","Ap5b1"
"1317","Ap5m1"
"1318","Ap5s1"
"1319","Ap5z1"
"1320","Apaf1"
"1321","Apba3"
"1322","Apbb1"
"1323","Apbb1ip"
"1324","Apbb2"
"1325","Apbb3"
"1326","Apc"
"1327","Apcdd1"
"1328","Apeh"
"1329","Apex1"
"1330","Apex2"
"1331","Aph1a"
"1332","Aph1b"
"1333","Aph1c"
"1334","Api5"
"1335","Apip"
"1336","Apitd1"
"1337","Aplf"
"1338","Apln"
"1339","Aplp1"
"1340","Aplp2"
"1341","Apmap"
"1342","Apoa1bp"
"1343","Apobec1"
"1344","Apobec3"
"1345","Apobec4"
"1346","Apobr"
"1347","Apoc1"
"1348","Apoc2"
"1349","Apoe"
"1350","Apol11b"
"1351","Apol7a"
"1352","Apol7e"
"1353","Apol9b"
"1354","Apoo"
"1355","Apoo-ps"
"1356","Apool"
"1357","Apopt1"
"1358","App"
"1359","Appbp2"
"1360","Appl1"
"1361","Appl2"
"1362","Aprt"
"1363","Aptx"
"1364","Aqp1"
"1365","Aqp11"
"1366","Aqp2"
"1367","Aqp3"
"1368","Aqp4"
"1369","Aqp5"
"1370","Aqp9"
"1371","Aqr"
"1372","Ar"
"1373","Araf"
"1374","Arap1"
"1375","Arap2"
"1376","Arap3"
"1377","Arcn1"
"1378","Areg"
"1379","Arel1"
"1380","Arf1"
"1381","Arf2"
"1382","Arf3"
"1383","Arf4"
"1384","Arf5"
"1385","Arf6"
"1386","Arfgap1"
"1387","Arfgap2"
"1388","Arfgap3"
"1389","Arfgef1"
"1390","Arfgef2"
"1391","Arfip1"
"1392","Arfip2"
"1393","Arfrp1"
"1394","Arg1"
"1395","Arg2"
"1396","Arglu1"
"1397","Arhgap1"
"1398","Arhgap10"
"1399","Arhgap11a"
"1400","Arhgap12"
"1401","Arhgap15"
"1402","Arhgap17"
"1403","Arhgap18"
"1404","Arhgap19"
"1405","Arhgap20"
"1406","Arhgap21"
"1407","Arhgap22"
"1408","Arhgap23"
"1409","Arhgap24"
"1410","Arhgap25"
"1411","Arhgap26"
"1412","Arhgap27"
"1413","Arhgap28"
"1414","Arhgap29"
"1415","Arhgap30"
"1416","Arhgap31"
"1417","Arhgap32"
"1418","Arhgap33"
"1419","Arhgap39"
"1420","Arhgap4"
"1421","Arhgap44"
"1422","Arhgap5"
"1423","Arhgap6"
"1424","Arhgap8"
"1425","Arhgap9"
"1426","Arhgdia"
"1427","Arhgdib"
"1428","Arhgdig"
"1429","Arhgef1"
"1430","Arhgef10"
"1431","Arhgef10l"
"1432","Arhgef11"
"1433","Arhgef12"
"1434","Arhgef15"
"1435","Arhgef16"
"1436","Arhgef17"
"1437","Arhgef18"
"1438","Arhgef19"
"1439","Arhgef2"
"1440","Arhgef25"
"1441","Arhgef26"
"1442","Arhgef28"
"1443","Arhgef3"
"1444","Arhgef33"
"1445","Arhgef37"
"1446","Arhgef38"
"1447","Arhgef4"
"1448","Arhgef40"
"1449","Arhgef5"
"1450","Arhgef6"
"1451","Arhgef7"
"1452","Arid1a"
"1453","Arid1b"
"1454","Arid2"
"1455","Arid3a"
"1456","Arid3b"
"1457","Arid4a"
"1458","Arid4b"
"1459","Arid5a"
"1460","Arid5b"
"1461","Arih1"
"1462","Arih2"
"1463","Arl1"
"1464","Arl10"
"1465","Arl11"
"1466","Arl13b"
"1467","Arl14ep"
"1468","Arl15"
"1469","Arl16"
"1470","Arl2"
"1471","Arl2bp"
"1472","Arl3"
"1473","Arl4a"
"1474","Arl4c"
"1475","Arl4d"
"1476","Arl5a"
"1477","Arl5b"
"1478","Arl5c"
"1479","Arl6"
"1480","Arl6ip1"
"1481","Arl6ip4"
"1482","Arl6ip5"
"1483","Arl6ip6"
"1484","Arl8a"
"1485","Arl8b"
"1486","Arl9"
"1487","Armc1"
"1488","Armc10"
"1489","Armc2"
"1490","Armc3"
"1491","Armc4"
"1492","Armc5"
"1493","Armc6"
"1494","Armc7"
"1495","Armc8"
"1496","Armc9"
"1497","Armcx1"
"1498","Armcx2"
"1499","Armcx3"
"1500","Armcx4"
"1501","Armcx5"
"1502","Armcx6"
"1503","Arnt"
"1504","Arnt2"
"1505","Arntl"
"1506","Arntl2"
"1507","Arpc1a"
"1508","Arpc1b"
"1509","Arpc2"
"1510","Arpc3"
"1511","Arpc4"
"1512","Arpc5"
"1513","Arpc5l"
"1514","Arpp19"
"1515","Arr3"
"1516","Arrb1"
"1517","Arrb2"
"1518","Arrdc1"
"1519","Arrdc2"
"1520","Arrdc3"
"1521","Arrdc4"
"1522","Arsa"
"1523","Arsb"
"1524","Arsg"
"1525","Arsj"
"1526","Arsk"
"1527","Art3"
"1528","Artn"
"1529","Arv1"
"1530","Arvcf"
"1531","Arxes1"
"1532","Arxes2"
"1533","As3mt"
"1534","Asah1"
"1535","Asah2"
"1536","Asap1"
"1537","Asap2"
"1538","Asap3"
"1539","Asb1"
"1540","Asb13"
"1541","Asb14"
"1542","Asb2"
"1543","Asb3"
"1544","Asb6"
"1545","Asb7"
"1546","Asb8"
"1547","Ascc1"
"1548","Ascc2"
"1549","Ascc3"
"1550","Ascl2"
"1551","Ascl3"
"1552","Ascl4"
"1553","Asf1a"
"1554","Asf1b"
"1555","Asgr1"
"1556","Ash1l"
"1557","Ash2l"
"1558","Asl"
"1559","Asna1"
"1560","Asns"
"1561","Asnsd1"
"1562","Aspa"
"1563","Aspg"
"1564","Asph"
"1565","Aspm"
"1566","Aspn"
"1567","Asprv1"
"1568","Aspscr1"
"1569","Asrgl1"
"1570","Ass1"
"1571","Aste1"
"1572","Astn2"
"1573","Asun"
"1574","Asxl1"
"1575","Asxl2"
"1576","Atad1"
"1577","Atad2"
"1578","Atad2b"
"1579","Atad3a"
"1580","Atad5"
"1581","Atat1"
"1582","Atcay"
"1583","Ate1"
"1584","Atf1"
"1585","Atf2"
"1586","Atf3"
"1587","Atf4"
"1588","Atf5"
"1589","Atf6"
"1590","Atf6b"
"1591","Atf7ip"
"1592","Atg10"
"1593","Atg12"
"1594","Atg13"
"1595","Atg14"
"1596","Atg16l1"
"1597","Atg16l2"
"1598","Atg2a"
"1599","Atg2b"
"1600","Atg3"
"1601","Atg4a"
"1602","Atg4b"
"1603","Atg4c"
"1604","Atg4d"
"1605","Atg5"
"1606","Atg7"
"1607","Atg9a"
"1608","Athl1"
"1609","Atic"
"1610","Atl1"
"1611","Atl2"
"1612","Atl3"
"1613","Atm"
"1614","Atmin"
"1615","Atn1"
"1616","Atoh8"
"1617","Atox1"
"1618","Atp10a"
"1619","Atp10b"
"1620","Atp10d"
"1621","Atp11a"
"1622","Atp11b"
"1623","Atp11c"
"1624","Atp13a1"
"1625","Atp13a2"
"1626","Atp13a3"
"1627","Atp13a4"
"1628","Atp1a1"
"1629","Atp1a2"
"1630","Atp1a3"
"1631","Atp1b1"
"1632","Atp1b3"
"1633","Atp2a2"
"1634","Atp2a3"
"1635","Atp2b1"
"1636","Atp2b2"
"1637","Atp2b4"
"1638","Atp2c1"
"1639","Atp2c2"
"1640","Atp5a1"
"1641","Atp5b"
"1642","Atp5c1"
"1643","Atp5d"
"1644","Atp5e"
"1645","Atp5f1"
"1646","Atp5g1"
"1647","Atp5g3"
"1648","Atp5h"
"1649","Atp5j"
"1650","Atp5j2"
"1651","Atp5k"
"1652","Atp5l"
"1653","Atp5l-ps1"
"1654","Atp5o"
"1655","Atp5s"
"1656","Atp5sl"
"1657","Atp6ap1"
"1658","Atp6ap2"
"1659","Atp6v0a1"
"1660","Atp6v0a2"
"1661","Atp6v0a4"
"1662","Atp6v0b"
"1663","Atp6v0c"
"1664","Atp6v0d1"
"1665","Atp6v0d2"
"1666","Atp6v0e"
"1667","Atp6v0e2"
"1668","Atp6v1a"
"1669","Atp6v1b1"
"1670","Atp6v1b2"
"1671","Atp6v1c1"
"1672","Atp6v1c2"
"1673","Atp6v1d"
"1674","Atp6v1e1"
"1675","Atp6v1f"
"1676","Atp6v1g1"
"1677","Atp6v1g2"
"1678","Atp6v1g3"
"1679","Atp6v1h"
"1680","Atp7a"
"1681","Atp7b"
"1682","Atp8a1"
"1683","Atp8b1"
"1684","Atp8b2"
"1685","Atp8b4"
"1686","Atp9a"
"1687","Atp9b"
"1688","Atpaf1"
"1689","Atpaf2"
"1690","Atpif1"
"1691","Atr"
"1692","Atraid"
"1693","Atrip"
"1694","Atrn"
"1695","Atrnl1"
"1696","Atrx"
"1697","Atxn1"
"1698","Atxn10"
"1699","Atxn1l"
"1700","Atxn2"
"1701","Atxn2l"
"1702","Atxn3"
"1703","Atxn7"
"1704","Atxn7l1"
"1705","Atxn7l2"
"1706","Atxn7l3"
"1707","Atxn7l3b"
"1708","Auh"
"1709","Aup1"
"1710","Aurkaip1"
"1711","Aurkb"
"1712","Auts2"
"1713","Aven"
"1714","Avil"
"1715","Avl9"
"1716","Avpi1"
"1717","Avpr2"
"1718","Axin1"
"1719","Axin2"
"1720","Axl"
"1721","Azgp1"
"1722","Azi1"
"1723","Azi2"
"1724","Azin1"
"1725","B020018G12Rik"
"1726","B130034C11Rik"
"1727","B130046B21Rik"
"1728","B130055M24Rik"
"1729","B230118H07Rik"
"1730","B230206H07Rik"
"1731","B230206L02Rik"
"1732","B230208H11Rik"
"1733","B230216G23Rik"
"1734","B230217C12Rik"
"1735","B230217O12Rik"
"1736","B230219D22Rik"
"1737","B230307C23Rik"
"1738","B230319C09Rik"
"1739","B230325K18Rik"
"1740","B230354K17Rik"
"1741","B230369F24Rik"
"1742","B230378P21Rik"
"1743","B230398E01Rik"
"1744","B2m"
"1745","B3galnt1"
"1746","B3galnt2"
"1747","B3galt1"
"1748","B3galt2"
"1749","B3galt4"
"1750","B3galt6"
"1751","B3galtl"
"1752","B3gat2"
"1753","B3gat3"
"1754","B3gnt1"
"1755","B3gnt3"
"1756","B3gnt4"
"1757","B3gnt5"
"1758","B3gnt7"
"1759","B3gnt8"
"1760","B3gnt9"
"1761","B430010I23Rik"
"1762","B430202K04Rik"
"1763","B430305J03Rik"
"1764","B430306N03Rik"
"1765","B4galnt1"
"1766","B4galnt3"
"1767","B4galnt4"
"1768","B4galt1"
"1769","B4galt3"
"1770","B4galt4"
"1771","B4galt5"
"1772","B4galt6"
"1773","B4galt7"
"1774","B630005N14Rik"
"1775","B630019K06Rik"
"1776","B930036N10Rik"
"1777","B930041F14Rik"
"1778","B930082K07Rik"
"1779","B930086A06Rik"
"1780","B9d1"
"1781","B9d2"
"1782","BB287469"
"1783","BC002059"
"1784","BC003331"
"1785","BC003965"
"1786","BC004004"
"1787","BC005537"
"1788","BC005561"
"1789","BC005624"
"1790","BC006965"
"1791","BC007180"
"1792","BC016423"
"1793","BC016548"
"1794","BC017158"
"1795","BC017643"
"1796","BC018507"
"1797","BC021614"
"1798","BC021891"
"1799","BC022687"
"1800","BC023829"
"1801","BC024978"
"1802","BC026585"
"1803","BC026590"
"1804","BC027231"
"1805","BC028528"
"1806","BC029214"
"1807","BC029722"
"1808","BC030307"
"1809","BC030336"
"1810","BC030499"
"1811","BC030867"
"1812","BC030870"
"1813","BC031181"
"1814","BC033916"
"1815","BC035044"
"1816","BC037032"
"1817","BC039771"
"1818","BC039966"
"1819","BC042782"
"1820","BC043934"
"1821","BC048403"
"1822","BC048507"
"1823","BC048546"
"1824","BC049352"
"1825","BC049715"
"1826","BC050972"
"1827","BC051019"
"1828","BC051142"
"1829","BC051226"
"1830","BC051628"
"1831","BC052040"
"1832","BC053749"
"1833","BC055324"
"1834","BC056474"
"1835","BC065397"
"1836","BC067074"
"1837","BC068157"
"1838","BC068281"
"1839","BC094916"
"1840","BC100530"
"1841","BX465866.1"
"1842","Babam1"
"1843","Bace1"
"1844","Bace2"
"1845","Bach1"
"1846","Bach2"
"1847","Bad"
"1848","Bag1"
"1849","Bag2"
"1850","Bag3"
"1851","Bag4"
"1852","Bag5"
"1853","Bag6"
"1854","Bahcc1"
"1855","Bahd1"
"1856","Baiap2"
"1857","Baiap2l1"
"1858","Baiap2l2"
"1859","Baiap3"
"1860","Bak1"
"1861","Bambi"
"1862","Banf1"
"1863","Bank1"
"1864","Banp"
"1865","Bap1"
"1866","Bard1"
"1867","Barx2"
"1868","Basp1"
"1869","Batf"
"1870","Batf2"
"1871","Batf3"
"1872","Bax"
"1873","Baz1a"
"1874","Baz1b"
"1875","Baz2a"
"1876","Baz2b"
"1877","Bbc3"
"1878","Bbip1"
"1879","Bbox1"
"1880","Bbs1"
"1881","Bbs10"
"1882","Bbs12"
"1883","Bbs2"
"1884","Bbs4"
"1885","Bbs5"
"1886","Bbs7"
"1887","Bbs9"
"1888","Bbx"
"1889","Bcam"
"1890","Bcap29"
"1891","Bcap31"
"1892","Bcar1"
"1893","Bcar3"
"1894","Bcas1"
"1895","Bcas2"
"1896","Bcas3"
"1897","Bcat2"
"1898","Bccip"
"1899","Bcdin3d"
"1900","Bckdha"
"1901","Bckdhb"
"1902","Bckdk"
"1903","Bcl10"
"1904","Bcl11a"
"1905","Bcl11b"
"1906","Bcl2"
"1907","Bcl2a1a"
"1908","Bcl2a1b"
"1909","Bcl2a1c"
"1910","Bcl2a1d"
"1911","Bcl2l1"
"1912","Bcl2l11"
"1913","Bcl2l12"
"1914","Bcl2l13"
"1915","Bcl2l14"
"1916","Bcl2l15"
"1917","Bcl2l2"
"1918","Bcl3"
"1919","Bcl6"
"1920","Bcl6b"
"1921","Bcl7a"
"1922","Bcl7b"
"1923","Bcl7c"
"1924","Bcl9"
"1925","Bcl9l"
"1926","Bclaf1"
"1927","Bcor"
"1928","Bcorl1"
"1929","Bcr"
"1930","Bcs1l"
"1931","Bdh1"
"1932","Bdnf"
"1933","Bdp1"
"1934","Becn1"
"1935","Bend3"
"1936","Bend4"
"1937","Bend5"
"1938","Bend7"
"1939","Bet1"
"1940","Bet1l"
"1941","Bex1"
"1942","Bex2"
"1943","Bex4"
"1944","Bfar"
"1945","Bfsp1"
"1946","Bfsp2"
"1947","Bgn"
"1948","Bhlha15"
"1949","Bhlhb9"
"1950","Bhlhe40"
"1951","Bhlhe41"
"1952","Bicc1"
"1953","Bicd1"
"1954","Bicd2"
"1955","Bid"
"1956","Bik"
"1957","Bin1"
"1958","Bin2"
"1959","Bin3"
"1960","Birc2"
"1961","Birc3"
"1962","Birc5"
"1963","Birc6"
"1964","Bivm"
"1965","Blcap"
"1966","Blk"
"1967","Blm"
"1968","Blmh"
"1969","Blnk"
"1970","Bloc1s1"
"1971","Bloc1s2"
"1972","Bloc1s3"
"1973","Bloc1s4"
"1974","Bloc1s5"
"1975","Bloc1s6"
"1976","Blvra"
"1977","Blvrb"
"1978","Blzf1"
"1979","Bmf"
"1980","Bmi1"
"1981","Bmp1"
"1982","Bmp2"
"1983","Bmp2k"
"1984","Bmp3"
"1985","Bmp4"
"1986","Bmp5"
"1987","Bmp6"
"1988","Bmp7"
"1989","Bmp8a"
"1990","Bmp8b"
"1991","Bmpr1a"
"1992","Bmpr1b"
"1993","Bmpr2"
"1994","Bms1"
"1995","Bmx"
"1996","Bmyc"
"1997","Bnc1"
"1998","Bnc2"
"1999","Bnip1"
"2000","Bnip2"
"2001","Bnip3"
"2002","Bnip3l"
"2003","Bnipl"
"2004","Boc"
"2005","Bod1"
"2006","Bod1l"
"2007","Bok"
"2008","Bola1"
"2009","Bola2"
"2010","Bola3"
"2011","Bop1"
"2012","Bora"
"2013","Bpgm"
"2014","Bphl"
"2015","Bpifa1"
"2016","Bpifb1"
"2017","Bpifb5"
"2018","Bpifc"
"2019","Bpnt1"
"2020","Bptf"
"2021","Braf"
"2022","Brap"
"2023","Brat1"
"2024","Brca1"
"2025","Brca2"
"2026","Brcc3"
"2027","Brd1"
"2028","Brd2"
"2029","Brd3"
"2030","Brd4"
"2031","Brd7"
"2032","Brd8"
"2033","Brd9"
"2034","Brdt"
"2035","Bre"
"2036","Brf1"
"2037","Brf2"
"2038","Bri3"
"2039","Bri3bp"
"2040","Bricd5"
"2041","Brinp1"
"2042","Brinp3"
"2043","Brip1"
"2044","Brix1"
"2045","Brk1"
"2046","Brms1"
"2047","Brms1l"
"2048","Brox"
"2049","Brpf1"
"2050","Brpf3"
"2051","Brwd1"
"2052","Brwd3"
"2053","Bscl2"
"2054","Bsdc1"
"2055","Bsg"
"2056","Bspry"
"2057","Bst1"
"2058","Bst2"
"2059","Btaf1"
"2060","Btbd1"
"2061","Btbd10"
"2062","Btbd19"
"2063","Btbd2"
"2064","Btbd3"
"2065","Btbd6"
"2066","Btbd7"
"2067","Btbd8"
"2068","Btbd9"
"2069","Btc"
"2070","Btd"
"2071","Btf3"
"2072","Btf3l4"
"2073","Btg1"
"2074","Btg2"
"2075","Btg3"
"2076","Btg4"
"2077","Btk"
"2078","Btla"
"2079","Btnl10"
"2080","Btnl9"
"2081","Btrc"
"2082","Bub1"
"2083","Bub1b"
"2084","Bub3"
"2085","Bud13"
"2086","Bud31"
"2087","Bysl"
"2088","Bzrap1"
"2089","Bzw1"
"2090","Bzw2"
"2091","C030005K06Rik"
"2092","C030006K11Rik"
"2093","C030017K20Rik"
"2094","C030034I22Rik"
"2095","C030034L19Rik"
"2096","C030037D09Rik"
"2097","C030039L03Rik"
"2098","C030046E11Rik"
"2099","C030048H21Rik"
"2100","C130021I20Rik"
"2101","C130026I21Rik"
"2102","C130036L24Rik"
"2103","C130050O18Rik"
"2104","C130074G19Rik"
"2105","C1d"
"2106","C1galt1"
"2107","C1galt1c1"
"2108","C1qa"
"2109","C1qb"
"2110","C1qbp"
"2111","C1qc"
"2112","C1ql1"
"2113","C1qtnf2"
"2114","C1qtnf4"
"2115","C1qtnf7"
"2116","C1ra"
"2117","C1rl"
"2118","C1s"
"2119","C2"
"2120","C230037L18Rik"
"2121","C230052I12Rik"
"2122","C230066G23Rik"
"2123","C230081A13Rik"
"2124","C2cd2"
"2125","C2cd2l"
"2126","C2cd3"
"2127","C2cd4b"
"2128","C2cd5"
"2129","C3"
"2130","C330002G04Rik"
"2131","C330006A16Rik"
"2132","C330007P06Rik"
"2133","C330011M18Rik"
"2134","C330013E15Rik"
"2135","C330013F16Rik"
"2136","C330013J21Rik"
"2137","C330018D20Rik"
"2138","C330021F23Rik"
"2139","C330027C09Rik"
"2140","C330046G13Rik"
"2141","C3ar1"
"2142","C430014B12Rik"
"2143","C430049B03Rik"
"2144","C4a"
"2145","C4b"
"2146","C530005A16Rik"
"2147","C530008M17Rik"
"2148","C530050E15Rik"
"2149","C5ar1"
"2150","C5ar2"
"2151","C6"
"2152","C630004M23Rik"
"2153","C630016N16Rik"
"2154","C630043F03Rik"
"2155","C7"
"2156","C730034F03Rik"
"2157","C77080"
"2158","C77370"
"2159","C78339"
"2160","C87436"
"2161","C8g"
"2162","C920006O11Rik"
"2163","C920011F04Rik"
"2164","C920021L13Rik"
"2165","Caap1"
"2166","Cab39"
"2167","Cab39l"
"2168","Cabin1"
"2169","Cables1"
"2170","Cables2"
"2171","Cabp2"
"2172","Cacfd1"
"2173","Cachd1"
"2174","Cacna1a"
"2175","Cacna1b"
"2176","Cacna1c"
"2177","Cacna1d"
"2178","Cacna1e"
"2179","Cacna1h"
"2180","Cacna1s"
"2181","Cacna2d1"
"2182","Cacna2d4"
"2183","Cacnb1"
"2184","Cacnb3"
"2185","Cacnb4"
"2186","Cacng2"
"2187","Cactin"
"2188","Cacul1"
"2189","Cacybp"
"2190","Cad"
"2191","Cadm1"
"2192","Cadm2"
"2193","Cadm3"
"2194","Cadm4"
"2195","Cadps2"
"2196","Calca"
"2197","Calcb"
"2198","Calcoco1"
"2199","Calcoco2"
"2200","Calcrl"
"2201","Cald1"
"2202","Calhm2"
"2203","Calm1"
"2204","Calm2"
"2205","Calm3"
"2206","Calml3"
"2207","Calml4"
"2208","Calr"
"2209","Calr3"
"2210","Calu"
"2211","Camk1"
"2212","Camk1d"
"2213","Camk2b"
"2214","Camk2d"
"2215","Camk2g"
"2216","Camk2n1"
"2217","Camk2n2"
"2218","Camk4"
"2219","Camkk1"
"2220","Camkk2"
"2221","Camkmt"
"2222","Caml"
"2223","Camp"
"2224","Camsap1"
"2225","Camsap2"
"2226","Camsap3"
"2227","Camta1"
"2228","Camta2"
"2229","Cand1"
"2230","Cand2"
"2231","Cant1"
"2232","Canx"
"2233","Cap1"
"2234","Cap2"
"2235","Capg"
"2236","Capn1"
"2237","Capn10"
"2238","Capn12"
"2239","Capn15"
"2240","Capn2"
"2241","Capn5"
"2242","Capn7"
"2243","Capns1"
"2244","Caprin1"
"2245","Caprin2"
"2246","Caps2"
"2247","Capsl"
"2248","Capza1"
"2249","Capza2"
"2250","Capzb"
"2251","Car14"
"2252","Car2"
"2253","Car4"
"2254","Car5b"
"2255","Car7"
"2256","Car8"
"2257","Car9"
"2258","Card10"
"2259","Card11"
"2260","Card6"
"2261","Card9"
"2262","Carf"
"2263","Carhsp1"
"2264","Carkd"
"2265","Carm1"
"2266","Carns1"
"2267","Cars"
"2268","Cars2"
"2269","Cartpt"
"2270","Casc1"
"2271","Casc3"
"2272","Casc4"
"2273","Casc5"
"2274","Casd1"
"2275","Cask"
"2276","Caskin1"
"2277","Caskin2"
"2278","Casp1"
"2279","Casp12"
"2280","Casp2"
"2281","Casp3"
"2282","Casp4"
"2283","Casp6"
"2284","Casp7"
"2285","Casp8"
"2286","Casp8ap2"
"2287","Casp9"
"2288","Cass4"
"2289","Cast"
"2290","Casz1"
"2291","Cat"
"2292","Catsper2"
"2293","Catsper4"
"2294","Catsperg1"
"2295","Cav1"
"2296","Cav2"
"2297","Cbfa2t2"
"2298","Cbfa2t3"
"2299","Cbfb"
"2300","Cbl"
"2301","Cblb"
"2302","Cblc"
"2303","Cbll1"
"2304","Cbr1"
"2305","Cbr2"
"2306","Cbr3"
"2307","Cbr4"
"2308","Cbs"
"2309","Cbwd1"
"2310","Cbx1"
"2311","Cbx3"
"2312","Cbx4"
"2313","Cbx5"
"2314","Cbx6"
"2315","Cbx7"
"2316","Cbx8"
"2317","Cby1"
"2318","Cc2d1a"
"2319","Cc2d1b"
"2320","Cc2d2a"
"2321","Ccar1"
"2322","Ccar2"
"2323","Ccbl1"
"2324","Ccbl2"
"2325","Ccdc101"
"2326","Ccdc102a"
"2327","Ccdc103"
"2328","Ccdc104"
"2329","Ccdc106"
"2330","Ccdc107"
"2331","Ccdc108"
"2332","Ccdc109b"
"2333","Ccdc11"
"2334","Ccdc111"
"2335","Ccdc112"
"2336","Ccdc113"
"2337","Ccdc114"
"2338","Ccdc115"
"2339","Ccdc117"
"2340","Ccdc12"
"2341","Ccdc120"
"2342","Ccdc121"
"2343","Ccdc122"
"2344","Ccdc124"
"2345","Ccdc125"
"2346","Ccdc126"
"2347","Ccdc127"
"2348","Ccdc129"
"2349","Ccdc13"
"2350","Ccdc130"
"2351","Ccdc132"
"2352","Ccdc134"
"2353","Ccdc135"
"2354","Ccdc136"
"2355","Ccdc137"
"2356","Ccdc138"
"2357","Ccdc14"
"2358","Ccdc141"
"2359","Ccdc142"
"2360","Ccdc146"
"2361","Ccdc147"
"2362","Ccdc148"
"2363","Ccdc149"
"2364","Ccdc15"
"2365","Ccdc150"
"2366","Ccdc151"
"2367","Ccdc152"
"2368","Ccdc153"
"2369","Ccdc154"
"2370","Ccdc155"
"2371","Ccdc157"
"2372","Ccdc159"
"2373","Ccdc160"
"2374","Ccdc162"
"2375","Ccdc163"
"2376","Ccdc166"
"2377","Ccdc167"
"2378","Ccdc17"
"2379","Ccdc170"
"2380","Ccdc171"
"2381","Ccdc173"
"2382","Ccdc174"
"2383","Ccdc175"
"2384","Ccdc176"
"2385","Ccdc18"
"2386","Ccdc181"
"2387","Ccdc19"
"2388","Ccdc22"
"2389","Ccdc23"
"2390","Ccdc24"
"2391","Ccdc25"
"2392","Ccdc28a"
"2393","Ccdc28b"
"2394","Ccdc30"
"2395","Ccdc32"
"2396","Ccdc33"
"2397","Ccdc34"
"2398","Ccdc37"
"2399","Ccdc39"
"2400","Ccdc40"
"2401","Ccdc41"
"2402","Ccdc42"
"2403","Ccdc42b"
"2404","Ccdc43"
"2405","Ccdc47"
"2406","Ccdc50"
"2407","Ccdc51"
"2408","Ccdc53"
"2409","Ccdc55"
"2410","Ccdc57"
"2411","Ccdc58"
"2412","Ccdc59"
"2413","Ccdc6"
"2414","Ccdc60"
"2415","Ccdc61"
"2416","Ccdc62"
"2417","Ccdc64"
"2418","Ccdc64b"
"2419","Ccdc65"
"2420","Ccdc66"
"2421","Ccdc67"
"2422","Ccdc68"
"2423","Ccdc69"
"2424","Ccdc71"
"2425","Ccdc71l"
"2426","Ccdc73"
"2427","Ccdc74a"
"2428","Ccdc77"
"2429","Ccdc78"
"2430","Ccdc8"
"2431","Ccdc80"
"2432","Ccdc81"
"2433","Ccdc82"
"2434","Ccdc84"
"2435","Ccdc85a"
"2436","Ccdc85b"
"2437","Ccdc86"
"2438","Ccdc88a"
"2439","Ccdc88b"
"2440","Ccdc88c"
"2441","Ccdc9"
"2442","Ccdc90b"
"2443","Ccdc91"
